lease_id,hostname,name,beg,end
3141,37nodes.r2lab.inria.fr,inria_r2lab.admin,2016-09-08 09:00:00,2016-09-08 10:00:00.000
3142,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-09 01:00:00,2016-09-09 02:00:00.000
3143,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-11 01:00:00,2016-09-11 02:00:00.000
3144,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-12 11:00:00,2016-09-12 12:00:00.000
3145,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-12 12:00:00,2016-09-12 13:00:00.000
3146,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-12 13:00:00,2016-09-12 16:00:00.000
3147,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-13 08:00:00,2016-09-13 09:00:00.000
1404,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-13 09:00:00,2016-09-13 10:00:00.000
3149,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-13 10:00:00,2016-09-13 11:00:00.000
3150,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-13 11:00:00,2016-09-13 12:00:00.000
3151,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-13 12:00:00,2016-09-13 13:00:00.000
1408,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-13 15:00:00,2016-09-13 16:00:00.000
3153,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-13 16:00:00,2016-09-13 17:00:00.000
3154,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-14 01:00:00,2016-09-14 02:00:00.000
3155,37nodes.r2lab.inria.fr,inria_r2lab.admin,2016-09-14 07:00:00,2016-09-14 08:00:00.000
3156,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-14 08:00:00,2016-09-14 09:00:00.000
3157,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-14 09:00:00,2016-09-14 11:00:00.000
3158,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-14 12:00:00,2016-09-14 13:00:00.000
1415,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-14 13:00:00,2016-09-14 14:00:00.000
1416,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-14 14:00:00,2016-09-14 15:00:00.000
3161,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-14 15:00:00,2016-09-14 16:00:00.000
1418,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-15 08:00:00,2016-09-15 09:00:00.000
3163,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-15 09:00:00,2016-09-15 10:00:00.000
1420,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-15 10:00:00,2016-09-15 11:00:00.000
1421,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-15 11:00:00,2016-09-15 15:00:00.000
1422,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-16 07:00:00,2016-09-16 08:00:00.000
1423,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-16 08:00:00,2016-09-16 09:00:00.000
1424,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-16 09:00:00,2016-09-16 10:00:00.000
1425,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-16 10:00:00,2016-09-16 11:00:00.000
3170,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-16 12:00:00,2016-09-16 13:00:00.000
1427,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-16 13:00:00,2016-09-16 14:00:00.000
3173,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-16 14:00:00,2016-09-16 15:00:00.000
3174,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-16 15:00:00,2016-09-16 16:00:00.000
3175,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-18 01:00:00,2016-09-18 02:00:00.000
3176,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-18 10:00:00,2016-09-18 11:00:00.000
3177,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-18 11:00:00,2016-09-18 12:00:00.000
3179,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-19 07:00:00,2016-09-19 08:00:00.000
1436,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-19 08:00:00,2016-09-19 09:00:00.000
3181,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-19 09:00:00,2016-09-19 10:00:00.000
1438,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-19 10:00:00,2016-09-19 11:00:00.000
3183,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-19 11:00:00,2016-09-19 12:00:00.000
3184,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-19 13:00:00,2016-09-19 15:00:00.000
3185,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-19 15:00:00,2016-09-19 16:00:00.000
1442,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-19 16:00:00,2016-09-19 17:00:00.000
1443,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-20 08:00:00,2016-09-20 10:00:00.000
1444,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-20 10:00:00,2016-09-20 15:00:00.000
3189,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-21 01:00:00,2016-09-21 02:00:00.000
3190,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-21 08:00:00,2016-09-21 09:00:00.000
3191,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-21 09:00:00,2016-09-21 10:00:00.000
1448,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-21 10:00:00,2016-09-21 11:00:00.000
1449,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-21 13:00:00,2016-09-21 14:00:00.000
3194,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-22 11:00:00,2016-09-22 15:00:00.000
3195,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-25 01:00:00,2016-09-25 02:00:00.000
3196,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-26 08:00:00,2016-09-26 09:00:00.000
1453,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-09-26 12:00:00,2016-09-26 13:00:00.000
3198,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-27 07:00:00,2016-09-27 10:00:00.000
1455,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-27 11:00:00,2016-09-27 15:00:00.000
1456,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-09-28 01:00:00,2016-09-28 02:00:00.000
3201,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-28 09:00:00,2016-09-28 11:00:00.000
3202,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-28 12:00:00,2016-09-28 15:00:00.000
3203,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-29 07:00:00,2016-09-29 11:00:00.000
3204,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-29 12:00:00,2016-09-29 15:00:00.000
1461,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-29 16:00:00,2016-09-29 17:00:00.000
1462,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-30 07:00:00,2016-09-30 11:00:00.000
3207,37nodes.r2lab.inria.fr,inria_oai.build,2016-09-30 13:00:00,2016-09-30 15:00:00.000
3208,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-02 01:00:00,2016-10-02 02:00:00.000
1465,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-03 10:00:00,2016-10-03 11:00:00.000
1466,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-03 12:00:00,2016-10-03 15:00:00.000
1467,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-03 15:00:00,2016-10-03 22:00:00.000
1469,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-04 06:00:00,2016-10-04 11:00:00.000
3214,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-05 01:00:00,2016-10-05 02:00:00.000
1471,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-05 06:00:00,2016-10-05 11:00:00.000
3216,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-05 13:00:00,2016-10-05 16:00:00.000
1473,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-05 19:00:00,2016-10-05 21:00:00.000
1474,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-06 06:00:00,2016-10-06 10:00:00.000
1475,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-06 13:00:00,2016-10-06 15:00:00.000
3220,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-07 10:00:00,2016-10-07 12:00:00.000
3221,37nodes.r2lab.inria.fr,inria_wifi.sdn,2016-10-07 15:00:00,2016-10-07 15:30:00.000
1478,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-08 09:00:00,2016-10-08 11:00:00.000
3223,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-08 13:00:00,2016-10-08 15:00:00.000
1480,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-09 01:00:00,2016-10-09 02:00:00.000
3225,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-09 15:00:00,2016-10-09 22:00:00.000
3226,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-10 09:00:00,2016-10-10 11:00:00.000
3227,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-10 12:00:00,2016-10-10 15:00:00.000
3228,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-10 15:00:00,2016-10-10 19:00:00.000
1485,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-12 01:00:00,2016-10-12 02:00:00.000
3230,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-12 06:00:00,2016-10-12 15:00:00.000
1487,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-10-12 15:00:00,2016-10-12 16:00:00.000
3232,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-12 16:00:00,2016-10-12 22:00:00.000
1489,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-10-13 08:00:00,2016-10-13 09:00:00.000
1490,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-16 01:00:00,2016-10-16 02:00:00.000
3235,37nodes.r2lab.inria.fr,inria_wifi.sdn,2016-10-17 15:00:00,2016-10-17 16:30:00.000
3237,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-18 05:00:00,2016-10-18 10:00:00.000
3238,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-18 10:00:00,2016-10-18 16:00:00.000
1495,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-19 01:00:00,2016-10-19 02:00:00.000
3240,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-19 06:00:00,2016-10-19 11:00:00.000
3241,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-19 12:00:00,2016-10-19 15:00:00.000
3242,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-19 15:00:00,2016-10-19 16:00:00.000
1499,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-20 06:00:00,2016-10-20 11:00:00.000
3244,37nodes.r2lab.inria.fr,inria_mario.maintenance,2016-10-20 11:00:00,2016-10-20 13:00:00.000
1501,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-20 13:00:00,2016-10-20 16:00:00.000
1502,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-21 07:00:00,2016-10-21 11:00:00.000
1503,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-21 11:00:00,2016-10-21 15:00:00.000
1504,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-21 15:00:00,2016-10-21 16:00:00.000
1505,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-23 01:00:00,2016-10-23 02:00:00.000
1506,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-23 13:00:00,2016-10-23 14:00:00.000
3251,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-23 14:00:00,2016-10-23 15:00:00.000
3252,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-24 04:00:00,2016-10-24 10:00:00.000
1509,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-24 12:00:00,2016-10-24 13:00:00.000
1510,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-24 14:00:00,2016-10-24 16:00:00.000
1511,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-24 20:00:00,2016-10-24 22:00:00.000
3256,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-24 22:00:00,2016-10-25 08:00:00.000
3257,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-25 08:00:00,2016-10-25 22:00:00.000
1514,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-26 01:00:00,2016-10-26 02:00:00.000
1515,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-26 05:00:00,2016-10-26 22:00:00.000
3261,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-27 11:00:00,2016-10-27 22:00:00.000
3262,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-28 08:00:00,2016-10-28 11:00:00.000
3264,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-28 13:00:00,2016-10-28 17:00:00.000
3265,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-10-30 02:00:00,2016-10-30 03:00:00.000
1522,37nodes.r2lab.inria.fr,inria_oai.build,2016-10-30 18:00:00,2016-10-30 19:00:00.000
3267,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-01 10:00:00,2016-11-01 11:00:00.000
1524,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-01 11:00:00,2016-11-01 12:00:00.000
3269,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-01 14:00:00,2016-11-01 16:00:00.000
1526,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-02 02:00:00,2016-11-02 03:00:00.000
1527,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-02 07:00:00,2016-11-02 09:00:00.000
1529,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-02 11:00:00,2016-11-02 12:00:00.000
1530,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-02 13:00:00,2016-11-02 14:00:00.000
3277,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-02 14:00:00,2016-11-02 15:00:00.000
1534,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-02 22:00:00,2016-11-02 23:00:00.000
1536,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-03 09:00:00,2016-11-03 11:00:00.000
1537,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-03 11:00:00,2016-11-03 13:00:00.000
1538,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-03 13:00:00,2016-11-03 16:00:00.000
1539,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-03 16:00:00,2016-11-03 23:00:00.000
3284,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-03 23:00:00,2016-11-04 23:00:00.000
3285,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-04 23:00:00,2016-11-05 23:00:00.000
1542,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-05 23:00:00,2016-11-06 02:00:00.000
1543,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-06 02:00:00,2016-11-06 03:00:00.000
3288,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-06 03:00:00,2016-11-06 23:00:00.000
1545,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-06 23:00:00,2016-11-09 02:00:00.000
1546,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-09 02:00:00,2016-11-09 03:00:00.000
3291,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-09 07:00:00,2016-11-09 10:00:00.000
3292,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-09 10:00:00,2016-11-09 11:00:00.000
1549,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-09 11:00:00,2016-11-09 13:00:00.000
3294,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-09 14:00:00,2016-11-09 17:00:00.000
1551,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-09 18:00:00,2016-11-09 20:00:00.000
1552,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-09 21:00:00,2016-11-09 22:00:00.000
1553,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-10 11:00:00,2016-11-10 12:00:00.000
3298,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-10 16:00:00,2016-11-10 17:00:00.000
1555,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-10 20:00:00,2016-11-10 21:00:00.000
3300,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-10 21:00:00,2016-11-10 23:00:00.000
3301,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-11 02:00:00,2016-11-11 03:00:00.000
3302,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-11 10:00:00,2016-11-11 11:00:00.000
3303,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-11 11:00:00,2016-11-11 12:00:00.000
3304,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-11 12:00:00,2016-11-11 13:00:00.000
1561,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-11 13:00:00,2016-11-11 14:00:00.000
3306,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-12 15:00:00,2016-11-12 18:00:00.000
3307,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-13 01:00:00,2016-11-13 02:00:00.000
3308,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-13 02:00:00,2016-11-13 03:00:00.000
3309,37nodes.r2lab.inria.fr,inria_r2lab.admin,2016-11-13 23:00:00,2016-11-14 00:00:00.000
1566,37nodes.r2lab.inria.fr,inria_r2lab.admin,2016-11-14 08:00:00,2016-11-14 09:00:00.000
1567,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-14 09:00:00,2016-11-14 10:00:00.000
3312,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-14 12:00:00,2016-11-14 13:00:00.000
1569,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-14 14:00:00,2016-11-14 15:00:00.000
3314,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-14 15:00:00,2016-11-14 16:00:00.000
1571,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-14 16:00:00,2016-11-14 17:00:00.000
1572,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-14 17:00:00,2016-11-14 19:00:00.000
3317,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-14 21:00:00,2016-11-14 22:00:00.000
1574,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-15 07:00:00,2016-11-15 09:00:00.000
3319,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-15 09:00:00,2016-11-15 12:00:00.000
3320,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-15 14:00:00,2016-11-15 16:00:00.000
3321,37nodes.r2lab.inria.fr,inria_walid.demo,2016-11-15 18:00:00,2016-11-15 19:00:00.000
1578,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-15 19:00:00,2016-11-15 23:00:00.000
1579,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-15 23:00:00,2016-11-16 02:00:00.000
3324,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-16 02:00:00,2016-11-16 03:00:00.000
3325,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-17 08:00:00,2016-11-17 09:00:00.000
1582,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-17 10:00:00,2016-11-17 11:00:00.000
3327,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-17 11:00:00,2016-11-17 12:00:00.000
3328,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-17 12:00:00,2016-11-17 13:00:00.000
3329,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-17 13:00:00,2016-11-17 14:00:00.000
3330,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-17 14:00:00,2016-11-17 15:00:00.000
3331,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-17 15:00:00,2016-11-17 17:00:00.000
3332,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-17 17:00:00,2016-11-17 19:00:00.000
3333,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-17 21:00:00,2016-11-17 23:00:00.000
1590,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-17 23:00:00,2016-11-18 00:00:00.000
3335,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-18 08:00:00,2016-11-18 09:00:00.000
3336,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-18 09:00:00,2016-11-18 11:00:00.000
3337,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-18 11:00:00,2016-11-18 14:00:00.000
1594,37nodes.r2lab.inria.fr,inria_iotlab.iotlab_slice,2016-11-18 14:00:00,2016-11-18 15:00:00.000
1595,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-18 15:00:00,2016-11-18 16:00:00.000
1596,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-18 17:00:00,2016-11-18 18:00:00.000
1597,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-18 18:00:00,2016-11-18 19:00:00.000
1598,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-20 02:00:00,2016-11-20 03:00:00.000
3343,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-21 11:00:00,2016-11-21 12:00:00.000
1600,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-21 12:00:00,2016-11-21 13:00:00.000
1601,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-21 14:00:00,2016-11-21 17:00:00.000
1602,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-21 18:00:00,2016-11-21 21:00:00.000
3347,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-22 08:00:00,2016-11-22 11:00:00.000
3348,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-23 02:00:00,2016-11-23 03:00:00.000
1605,37nodes.r2lab.inria.fr,inria_r2lab.admin,2016-11-23 09:00:00,2016-11-23 10:00:00.000
3350,37nodes.r2lab.inria.fr,inria_walid.demo,2016-11-23 11:00:00,2016-11-23 12:00:00.000
3351,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-23 14:00:00,2016-11-23 15:30:00.000
1608,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-23 15:30:00,2016-11-23 16:00:00.000
3353,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-23 16:00:00,2016-11-23 16:30:00.000
3354,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-23 17:00:00,2016-11-23 17:30:00.000
1611,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-23 18:00:00,2016-11-23 18:30:00.000
1612,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-24 09:00:00,2016-11-24 10:00:00.000
1613,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-24 10:00:00,2016-11-24 11:00:00.000
3358,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-24 13:30:00,2016-11-24 14:00:00.000
3359,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-24 14:00:00,2016-11-24 14:30:00.000
3360,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-24 14:59:00,2016-11-24 15:15:00.000
1617,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-24 15:30:00,2016-11-24 16:00:00.000
3362,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-24 16:00:00,2016-11-24 16:30:00.000
3363,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-24 16:30:00,2016-11-24 17:00:00.000
1621,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-24 17:00:00,2016-11-24 19:00:00.000
3367,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-24 21:30:00,2016-11-24 22:30:00.000
3368,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-25 08:00:00,2016-11-25 09:00:00.000
1626,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-25 09:00:00,2016-11-25 10:00:00.000
3371,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-25 10:30:00,2016-11-25 11:00:00.000
1628,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-25 11:00:00,2016-11-25 12:00:00.000
3373,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-25 23:00:00,2016-11-26 00:00:00.000
3374,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-26 12:00:00,2016-11-26 13:00:00.000
1631,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-26 13:00:00,2016-11-26 14:00:00.000
3376,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-27 02:00:00,2016-11-27 03:00:00.000
1633,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 08:00:00,2016-11-28 09:00:00.000
3378,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-28 09:00:00,2016-11-28 10:00:00.000
1635,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 11:00:00,2016-11-28 13:00:00.000
3380,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 13:00:00,2016-11-28 14:00:00.000
1639,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 14:00:00,2016-11-28 14:30:00.000
3384,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-28 14:30:00,2016-11-28 15:00:00.000
3385,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 15:00:00,2016-11-28 15:30:00.000
1642,37nodes.r2lab.inria.fr,inria_anas.ping,2016-11-28 15:30:00,2016-11-28 16:00:00.000
1643,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 20:00:00,2016-11-28 21:00:00.000
3388,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 22:00:00,2016-11-28 23:00:00.000
1645,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-28 23:00:00,2016-11-29 00:00:00.000
1646,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-29 06:00:00,2016-11-29 07:00:00.000
1647,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-29 08:00:00,2016-11-29 09:00:00.000
3392,37nodes.r2lab.inria.fr,inria_r2lab.tutorial,2016-11-29 11:00:00,2016-11-29 12:00:00.000
3393,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-29 14:00:00,2016-11-29 19:00:00.000
1650,37nodes.r2lab.inria.fr,inria_r2lab.nightly,2016-11-30 02:00:00,2016-11-30 03:00:00.000
3395,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-30 07:00:00,2016-11-30 08:00:00.000
1652,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-30 08:00:00,2016-11-30 10:00:00.000
1653,37nodes.r2lab.inria.fr,inria_oai.build,2016-11-30 10:00:00,2016-11-30 13:00:00.000
